reward,reward_accumulate
-89.28328328328328,-89.28328328328328
-47.24612306153077,-91.86543271635819
-25.968989663221073,-87.20240080026676
-14.97949487371843,-80.37584396099025
-7.760352070414083,-72.05781156231247
-5.119853308884814,-65.16602767127854
-4.013144734962138,-59.86840977282469
-2.526565820727591,-54.91048881110139
-3.0090010001111236,-51.817646405156125
-1.9302930293029303,-48.56565656565657
-2.535321392853896,-46.68551686516956
-2.9637469789149096,-45.75847987332278
-2.269559196861297,-44.50788522194015
-1.0829344953210944,-42.41145796128295
-1.0444029601973466,-40.62824188279219
-1.4652165760360023,-39.5540346271642
-1.1591858344608506,-38.38637566915701
-1.3304628034890826,-37.584143563531306
-0.9839991578504131,-36.58992578556766
-0.9297464873243663,-35.69008450422521
-1.0874803562074384,-35.07795609314729
-0.6569844083821992,-34.14041547343061
-0.9621722683594939,-33.618157311187446
-0.8884120171673819,-33.105754406433604
-0.8205528221128845,-32.60202408096324
-0.8161852378937652,-32.16423708604177
-0.7859550353716804,-31.75887995851698
-0.8300296439158541,-31.454623379406407
-0.6133314941894548,-30.98327528535467
-0.5356511883729458,-30.48611620387346
-0.5867931223587858,-30.08945449853221
-0.5684552642270071,-29.717584924528893
-0.6797781750962151,-29.496802933422224
-0.4637195211623871,-29.092943910115004
-0.6669047687076773,-28.928597959941712
-0.6062946192949804,-28.731298091613656
-0.491634909051596,-28.446390442984946
-0.48667070186057526,-28.184452222426906
-0.6425292956229647,-28.104284725249364
-0.5709142728568214,-27.97257431435786
-0.33281299543891313,-27.62311275884778
-0.425891092645063,-27.39129503083407
-0.5216865508500198,-27.275959906044328
-0.528193822586877,-27.184231459805904
-0.3211849152203382,-26.901308917975953
-0.37348638013869867,-26.689971521120025
-0.2795804166046086,-26.40166812059831
-0.38317464947186397,-26.234796558261632
-0.28878140370211636,-25.98816302373518
-0.40824816496329924,-25.876637532750657
-0.2873585756583462,-25.656601109825683
-0.4275082213119483,-25.590703667378218
-0.4099133945923508,-25.51776448612238
-0.6828830163521546,-25.728087557176984
-0.4372443135329733,-25.697539955271914
-0.3230236254218825,-25.56167074412043
-0.29609291391077036,-25.409305426410988
-0.2248142209348437,-25.19602062104519
-0.2809200155934846,-25.049882201393245
-0.3183219720328672,-24.95069917831964
-0.260119018344563,-24.801783635797307
-0.19564831690833723,-24.597396732205357
-0.279115541516532,-24.486071207479483
-0.41363146299160924,-24.51710182971609
-0.33734365144079137,-24.477253496207634
-0.21286686161911544,-24.31924726132214
-0.3076762339736414,-24.2639442379737
-0.28384240944719774,-24.19095869056898
-0.2665545877476485,-24.106914592965115
-0.23533193331333305,-23.99785711224446
-0.2476654600769025,-23.907519824222877
-0.2708787622050306,-23.846345088126224
-0.23396210906998727,-23.75364046082823
-0.21169204989256613,-23.644333031527452
-0.22368298243976587,-23.55275403672049
-0.17555494151238832,-23.418400242108447
-0.13654722788607646,-23.250808452057818
-0.207310350132694,-23.160027692662727
-0.23792706236787808,-23.104786136533374
-0.2740909261365767,-23.090063625795324
-0.16347115396486375,-22.968468746527734
-0.19719752679910732,-22.88555957999488
-0.13397751780141928,-22.743804142218583
-0.1840855248276765,-22.65712687055798
-0.11775432652148848,-22.508323627336793
-0.11051291294084815,-22.35710880359074
-0.1974735341785538,-22.297601121851976
-0.17227468493960157,-22.216491096489733
-0.21686760525399162,-22.183732401487656
-0.2963810709007878,-22.233624818053535
-0.16770513961691888,-22.157001725293686
-0.15929520973054054,-22.07545734192763
-0.11957117818471166,-21.957655458660845
-0.18384238130192873,-21.90790327556676
-0.14682259813261192,-21.824113938041453
-0.15265784018583528,-21.74943488994677
-0.14691904040247838,-21.672130640522067
-0.17839977958958764,-21.62938397330585
-0.19088071596682796,-21.60178385640259
-0.2031120311203112,-21.58887588875889
