reward,reward_accumulate
-166.08303003003007,-166.08303003003007
-45.62677888944477,-128.62675237618802
-9.668075358452795,-95.40494698232736
-10.585806951737927,-82.13355288822197
-3.951438487697537,-69.65499479895978
-1.9084789131521915,-59.95237272878809
-2.614495785112161,-54.00102014573512
-2.240704338042248,-49.49075309413681
-1.4443030336704117,-45.43547249694416
-0.45129572957295705,-41.342766576657695
-0.8020565505955106,-38.38604809528142
-1.1597380615051271,-36.346682223518606
-0.5089461497038229,-34.05951465497338
-1.0230650760768643,-32.64958347024781
-0.6397385825721721,-31.112538035869058
-0.35030914432152016,-29.518192012000778
-0.15997464556738633,-27.941700276486866
-0.3228070448358237,-26.71210439468861
-0.17670072109058357,-25.48283088583611
-0.2245680784039199,-24.433193709685497
-0.19137063669698562,-23.461023524929757
-0.2080787763080142,-22.60264366562115
-0.13670233488412542,-21.756579633897108
-0.22900287511979633,-21.079020584190996
-0.1452058882355294,-20.381031921276836
-0.19881841609292697,-19.79593434362857
-0.12832882699359233,-19.191053261231882
-0.14151898282081507,-18.647153005464467
-0.0916484706369185,-18.095774026690528
-0.15141461382046062,-17.64397606586882
-0.09976634730152588,-17.17456353430753
-0.09245845182661964,-16.730300103128204
-0.18037843571017306,-16.40368438437529
-0.13541495338098167,-16.05662384187772
-0.050955313008943126,-15.648805365867599
-0.05134031500875027,-15.265444567904675
-0.2096994783642802,-15.0625533122517
-0.07889399721045294,-14.745053896155175
-0.08063288802276976,-14.447598784584217
-0.05123255581389535,-14.137632340808532
-0.07700951242713243,-13.869813141783936
-0.07314228910212153,-13.612713921760028
-0.09383322867973676,-13.389965045698744
-0.09531487079251803,-13.180955612627566
-0.11566034800773341,-13.0036993266517
-0.0658453444640101,-12.78684940976978
-0.058686397582927284,-12.573469392965798
-0.06417219108731433,-12.37568884768433
-0.06660176738300781,-12.18972038204862
-0.05467721354427087,-12.000598311966243
-0.09027680934920293,-11.85556465813055
-0.08578691897921112,-11.713355564530085
-0.10012647408441674,-11.592471159833197
-0.10193886923831924,-11.479730661678918
-0.04661499299987272,-11.317619483990608
-0.049936516723512944,-11.165452043786479
-0.042394042000736855,-11.01195752557061
-0.06071621924515938,-10.882809134640233
-0.05142954965338394,-10.749781165782446
-0.13136437273954568,-10.70197953299219
-0.0689943769569993,-10.595528746372867
-0.07795967676898011,-10.502590041774846
-0.07626914712931952,-10.412148764266083
-0.02711820497195268,-10.27657460272816
-0.0722580808935522,-10.190729103524664
-0.10650946226457976,-10.142831239867258
-0.054761100911953915,-10.046204540366253
-0.06774698157325842,-9.966211047221252
-0.08565470514065418,-9.907425817765436
-0.037075158216545945,-9.802964299489958
-0.07955823321455235,-9.744450668319235
-0.08994281865025901,-9.699052014611285
-0.04523908546692421,-9.611425553774676
-0.052744753307477146,-9.53428442276243
-0.025009200122668294,-9.4321681355751
-0.07061408702746089,-9.378673114119882
-0.053928219847010996,-9.31079880258181
-0.05357605866741881,-9.245004115437334
-0.04348439853669034,-9.171461664071659
-0.09105322566532081,-9.147870185877283
-0.208068556401931,-9.243000679020689
-0.12223746631056479,-9.252517250210325
-0.23214878492511956,-9.373188580585266
-0.2836779723568139,-9.545279646186215
-0.13016622548500584,-9.563147142907512
-0.18413117594390635,-9.636077640437637
-0.1384062345544202,-9.663723088771091
-0.13325001420470695,-9.687156819963818
-0.07603921392375199,-9.654350352251113
-0.03265628506983411,-9.579734885943145
-0.039193408718777134,-9.513655325882675
-0.09575336688442268,-9.50599827172031
-0.18125564791019258,-9.585037785352494
-0.03200761710230961,-9.515075830593902
-0.01484784050358425,-9.429763923830745
-0.006072740341045218,-9.337608933426358
-0.025313137248837624,-9.266657068629545
-0.0069848569883366185,-9.179083235543187
-0.001216093091849413,-9.087580379599762
-0.02282055820558205,-9.019524225242227
